date,lunar_date,day_of_week,month,is_holiday,weather_condition,temperature,voucher_active,number_of_guests
2024-05-21,14/4,Tuesday,5,0,Rain,30.3,1,18
2024-05-22,15/4,Wednesday,5,1,Clouds,20.8,0,24
2024-05-23,16/4,Thursday,5,0,Thunderstorm,25.2,0,13
2024-05-24,17/4,Friday,5,0,Clear,27.3,0,18
2024-05-25,18/4,Saturday,5,0,Rain,39.3,0,24
2024-05-26,19/4,Sunday,5,0,Drizzle,26.3,1,36
2024-05-27,20/4,Monday,5,0,Drizzle,28.3,0,22
2024-05-28,21/4,Tuesday,5,0,Rain,22.4,1,22
2024-05-29,22/4,Wednesday,5,0,Clouds,24.2,1,31
2024-05-30,23/4,Thursday,5,0,Clouds,31.5,0,25
2024-05-31,24/4,Friday,5,0,Clear,25.7,1,26
2024-06-01,25/4,Saturday,6,1,Thunderstorm,34.7,0,48
2024-06-02,26/4,Sunday,6,0,Thunderstorm,27.7,1,25
2024-06-03,27/4,Monday,6,0,Thunderstorm,27.5,1,34
2024-06-04,28/4,Tuesday,6,0,Rain,23.8,0,12
2024-06-05,29/4,Wednesday,6,0,Thunderstorm,41.3,0,12
2024-06-06,1/5,Thursday,6,0,Clear,23.1,1,23
2024-06-07,2/5,Friday,6,0,Drizzle,26.6,1,23
2024-06-08,3/5,Saturday,6,0,Rain,27.6,0,20
2024-06-09,4/5,Sunday,6,0,Rain,15.5,1,25
2024-06-10,5/5,Monday,6,1,Rain,27.0,0,16
2024-06-11,6/5,Tuesday,6,0,Rain,24.9,0,20
2024-06-12,7/5,Wednesday,6,0,Rain,23.1,1,24
2024-06-13,8/5,Thursday,6,0,Thunderstorm,30.9,1,13
2024-06-14,9/5,Friday,6,0,Drizzle,12.2,1,17
2024-06-15,10/5,Saturday,6,0,Clear,19.4,0,32
2024-06-16,11/5,Sunday,6,0,Rain,26.1,0,23
2024-06-17,12/5,Monday,6,0,Clouds,29.9,1,38
2024-06-18,13/5,Tuesday,6,0,Rain,27.1,1,15
2024-06-19,14/5,Wednesday,6,0,Thunderstorm,38.4,1,24
2024-06-20,15/5,Thursday,6,0,Drizzle,22.5,0,27
2024-06-21,16/5,Friday,6,0,Clear,37.6,0,8
2024-06-22,17/5,Saturday,6,0,Rain,36.3,1,31
2024-06-23,18/5,Sunday,6,0,Clouds,31.4,0,21
2024-06-24,19/5,Monday,6,0,Clouds,40.4,1,23
2024-06-25,20/5,Tuesday,6,0,Rain,29.5,1,21
2024-06-26,21/5,Wednesday,6,0,Rain,27.9,0,9
2024-06-27,22/5,Thursday,6,0,Clouds,14.5,0,12
2024-06-28,23/5,Friday,6,1,Clear,22.0,0,29
2024-06-29,24/5,Saturday,6,0,Drizzle,20.0,0,33
2024-06-30,25/5,Sunday,6,0,Clouds,36.8,1,36
2024-07-01,26/5,Monday,7,0,Clear,23.5,1,21
2024-07-02,27/5,Tuesday,7,0,Clear,31.5,1,31
2024-07-03,28/5,Wednesday,7,0,Clear,29.4,0,19
2024-07-04,29/5,Thursday,7,0,Drizzle,24.5,0,23
2024-07-05,30/5,Friday,7,0,Rain,29.9,0,20
2024-07-06,1/6,Saturday,7,0,Rain,33.7,0,27
2024-07-07,2/6,Sunday,7,0,Clear,33.0,0,36
2024-07-08,3/6,Monday,7,0,Rain,29.6,1,19
2024-07-09,4/6,Tuesday,7,0,Clear,32.8,0,19
2024-07-10,5/6,Wednesday,7,0,Clouds,24.0,0,22
2024-07-11,6/6,Thursday,7,0,Clear,31.4,0,12
2024-07-12,7/6,Friday,7,0,Rain,25.3,0,15
2024-07-13,8/6,Saturday,7,0,Clear,37.4,1,34
2024-07-14,9/6,Sunday,7,0,Drizzle,22.5,0,34
2024-07-15,10/6,Monday,7,0,Rain,30.0,0,19
2024-07-16,11/6,Tuesday,7,0,Clouds,22.1,0,25
2024-07-17,12/6,Wednesday,7,0,Thunderstorm,19.9,0,27
2024-07-18,13/6,Thursday,7,0,Clear,24.9,1,26
2024-07-19,14/6,Friday,7,0,Clear,25.1,1,22
2024-07-20,15/6,Saturday,7,0,Rain,37.4,1,34
2024-07-21,16/6,Sunday,7,0,Thunderstorm,24.6,0,30
2024-07-22,17/6,Monday,7,0,Drizzle,36.0,0,13
2024-07-23,18/6,Tuesday,7,0,Thunderstorm,23.0,1,20
2024-07-24,19/6,Wednesday,7,0,Drizzle,35.4,1,26
2024-07-25,20/6,Thursday,7,0,Thunderstorm,37.6,1,19
2024-07-26,21/6,Friday,7,0,Clouds,25.5,1,21
2024-07-27,22/6,Saturday,7,0,Clouds,34.8,1,26
2024-07-28,23/6,Sunday,7,0,Rain,24.5,1,37
2024-07-29,24/6,Monday,7,0,Thunderstorm,32.6,1,21
2024-07-30,25/6,Tuesday,7,0,Drizzle,23.7,0,17
2024-07-31,26/6,Wednesday,7,0,Clear,31.9,0,17
2024-08-01,27/6,Thursday,8,0,Thunderstorm,28.0,1,13
2024-08-02,28/6,Friday,8,0,Rain,28.9,1,24
2024-08-03,29/6,Saturday,8,0,Rain,28.6,1,28
2024-08-04,1/7,Sunday,8,0,Thunderstorm,23.7,1,29
2024-08-05,2/7,Monday,8,0,Drizzle,31.1,0,13
2024-08-06,3/7,Tuesday,8,0,Rain,22.8,1,17
2024-08-07,4/7,Wednesday,8,0,Thunderstorm,30.7,1,16
2024-08-08,5/7,Thursday,8,0,Clear,32.4,0,24
2024-08-09,6/7,Friday,8,0,Rain,23.8,1,17
2024-08-10,7/7,Saturday,8,0,Clouds,30.9,1,32
2024-08-11,8/7,Sunday,8,0,Thunderstorm,33.8,0,40
2024-08-12,9/7,Monday,8,0,Drizzle,30.3,1,28
2024-08-13,10/7,Tuesday,8,0,Clear,33.6,0,19
2024-08-14,11/7,Wednesday,8,0,Clouds,27.5,1,22
2024-08-15,12/7,Thursday,8,0,Clouds,27.2,0,13
2024-08-16,13/7,Friday,8,0,Thunderstorm,27.7,0,9
2024-08-17,14/7,Saturday,8,0,Drizzle,34.1,0,38
2024-08-18,15/7,Sunday,8,1,Thunderstorm,26.6,0,21
2024-08-19,16/7,Monday,8,0,Clear,26.6,1,27
2024-08-20,17/7,Tuesday,8,0,Drizzle,23.4,0,15
2024-08-21,18/7,Wednesday,8,0,Drizzle,38.8,0,21
2024-08-22,19/7,Thursday,8,0,Clear,31.2,0,14
2024-08-23,20/7,Friday,8,0,Clear,31.2,0,18
2024-08-24,21/7,Saturday,8,0,Drizzle,30.7,0,24
2024-08-25,22/7,Sunday,8,0,Thunderstorm,29.0,1,31
2024-08-26,23/7,Monday,8,0,Rain,28.7,0,19
2024-08-27,24/7,Tuesday,8,0,Clouds,37.5,0,19
2024-08-28,25/7,Wednesday,8,0,Clear,34.5,0,25
2024-08-29,26/7,Thursday,8,0,Drizzle,31.3,1,23
2024-08-30,27/7,Friday,8,0,Clear,34.0,0,21
2024-08-31,28/7,Saturday,8,0,Clear,26.4,1,43
2024-09-01,29/7,Sunday,9,0,Thunderstorm,23.6,1,24
2024-09-02,30/7,Monday,9,1,Thunderstorm,25.5,0,34
2024-09-03,1/8,Tuesday,9,0,Clear,27.0,1,20
2024-09-04,2/8,Wednesday,9,0,Thunderstorm,28.4,1,17
2024-09-05,3/8,Thursday,9,0,Clouds,33.5,1,20
2024-09-06,4/8,Friday,9,0,Clouds,25.9,0,23
2024-09-07,5/8,Saturday,9,0,Clear,20.6,1,35
2024-09-08,6/8,Sunday,9,0,Thunderstorm,28.7,1,27
2024-09-09,7/8,Monday,9,0,Clear,32.8,0,30
2024-09-10,8/8,Tuesday,9,0,Rain,28.6,1,26
2024-09-11,9/8,Wednesday,9,0,Rain,32.6,1,16
2024-09-12,10/8,Thursday,9,0,Thunderstorm,19.7,0,10
2024-09-13,11/8,Friday,9,0,Thunderstorm,18.3,1,22
2024-09-14,12/8,Saturday,9,0,Drizzle,20.2,0,29
2024-09-15,13/8,Sunday,9,0,Rain,30.6,1,36
2024-09-16,14/8,Monday,9,0,Drizzle,28.2,0,29
2024-09-17,15/8,Tuesday,9,1,Drizzle,23.4,1,28
2024-09-18,16/8,Wednesday,9,0,Clear,26.9,0,12
2024-09-19,17/8,Thursday,9,0,Drizzle,27.3,1,18
2024-09-20,18/8,Friday,9,0,Clear,28.8,0,16
2024-09-21,19/8,Saturday,9,0,Clear,21.9,1,32
2024-09-22,20/8,Sunday,9,0,Clouds,24.5,1,32
2024-09-23,21/8,Monday,9,0,Rain,29.0,1,20
2024-09-24,22/8,Tuesday,9,0,Thunderstorm,32.3,0,17
2024-09-25,23/8,Wednesday,9,0,Rain,27.1,0,15
2024-09-26,24/8,Thursday,9,0,Drizzle,26.0,0,11
2024-09-27,25/8,Friday,9,0,Thunderstorm,31.4,1,22
2024-09-28,26/8,Saturday,9,0,Clear,24.0,0,32
2024-09-29,27/8,Sunday,9,0,Clouds,25.4,1,33
2024-09-30,28/8,Monday,9,0,Clear,21.6,1,33
2024-10-01,29/8,Tuesday,10,1,Drizzle,35.7,1,37
2024-10-02,30/8,Wednesday,10,0,Clear,33.4,0,11
2024-10-03,1/9,Thursday,10,0,Drizzle,26.0,1,38
2024-10-04,2/9,Friday,10,0,Rain,27.8,1,11
2024-10-05,3/9,Saturday,10,0,Drizzle,17.7,1,31
2024-10-06,4/9,Sunday,10,0,Clear,28.3,1,38
2024-10-07,5/9,Monday,10,0,Clear,29.9,1,28
2024-10-08,6/9,Tuesday,10,0,Clouds,28.8,1,23
2024-10-09,7/9,Wednesday,10,0,Thunderstorm,20.0,0,17
2024-10-10,8/9,Thursday,10,1,Drizzle,32.1,0,36
2024-10-11,9/9,Friday,10,1,Thunderstorm,34.4,0,23
2024-10-12,10/9,Saturday,10,0,Rain,32.0,1,20
2024-10-13,11/9,Sunday,10,0,Thunderstorm,23.5,1,33
2024-10-14,12/9,Monday,10,0,Clouds,35.2,1,22
2024-10-15,13/9,Tuesday,10,0,Drizzle,24.5,0,12
2024-10-16,14/9,Wednesday,10,0,Clouds,23.0,0,21
2024-10-17,15/9,Thursday,10,0,Clear,22.6,1,23
2024-10-18,16/9,Friday,10,0,Rain,33.2,0,8
2024-10-19,17/9,Saturday,10,0,Rain,26.2,1,37
2024-10-20,18/9,Sunday,10,1,Thunderstorm,18.4,0,48
2024-10-21,19/9,Monday,10,0,Drizzle,27.6,1,24
2024-10-22,20/9,Tuesday,10,0,Rain,35.7,1,20
2024-10-23,21/9,Wednesday,10,0,Drizzle,42.0,1,23
2024-10-24,22/9,Thursday,10,0,Clouds,30.3,0,15
2024-10-25,23/9,Friday,10,0,Clear,32.1,0,18
2024-10-26,24/9,Saturday,10,0,Thunderstorm,32.6,1,22
2024-10-27,25/9,Sunday,10,0,Clouds,26.6,0,26
2024-10-28,26/9,Monday,10,0,Rain,26.9,0,18
2024-10-29,27/9,Tuesday,10,0,Thunderstorm,31.7,1,17
2024-10-30,28/9,Wednesday,10,0,Rain,26.9,1,21
2024-10-31,29/9,Thursday,10,1,Rain,28.2,0,31
2024-11-01,1/10,Friday,11,0,Thunderstorm,29.4,1,23
2024-11-02,2/10,Saturday,11,0,Clouds,30.5,1,41
2024-11-03,3/10,Sunday,11,0,Rain,27.7,0,47
2024-11-04,4/10,Monday,11,0,Thunderstorm,33.6,0,19
2024-11-05,5/10,Tuesday,11,0,Drizzle,23.2,0,16
2024-11-06,6/10,Wednesday,11,0,Drizzle,34.5,0,21
2024-11-07,7/10,Thursday,11,0,Drizzle,24.3,1,25
2024-11-08,8/10,Friday,11,0,Clouds,38.4,1,34
2024-11-09,9/10,Saturday,11,0,Rain,30.1,1,32
2024-11-10,10/10,Sunday,11,1,Rain,33.5,0,33
2024-11-11,11/10,Monday,11,0,Thunderstorm,22.7,0,13
2024-11-12,12/10,Tuesday,11,0,Thunderstorm,21.3,1,15
2024-11-13,13/10,Wednesday,11,0,Rain,28.1,0,12
2024-11-14,14/10,Thursday,11,0,Thunderstorm,24.0,1,22
2024-11-15,15/10,Friday,11,1,Thunderstorm,16.3,1,18
2024-11-16,16/10,Saturday,11,0,Rain,26.7,0,33
2024-11-17,17/10,Sunday,11,0,Thunderstorm,28.7,1,20
2024-11-18,18/10,Monday,11,0,Clear,26.7,1,24
2024-11-19,19/10,Tuesday,11,0,Thunderstorm,27.4,1,21
2024-11-20,20/10,Wednesday,11,0,Clouds,26.7,1,26
2024-11-21,21/10,Thursday,11,0,Clear,28.7,0,18
2024-11-22,22/10,Friday,11,0,Drizzle,34.6,0,17
2024-11-23,23/10,Saturday,11,0,Thunderstorm,29.6,1,43
2024-11-24,24/10,Sunday,11,0,Clouds,21.1,0,34
2024-11-25,25/10,Monday,11,0,Thunderstorm,23.2,1,19
2024-11-26,26/10,Tuesday,11,0,Rain,23.5,0,26
2024-11-27,27/10,Wednesday,11,0,Clouds,33.5,0,18
2024-11-28,28/10,Thursday,11,0,Rain,22.7,0,11
2024-11-29,29/10,Friday,11,0,Thunderstorm,23.5,0,14
2024-11-30,30/10,Saturday,11,0,Clear,19.1,1,42
2024-12-01,1/11,Sunday,12,0,Rain,28.4,0,21
2024-12-02,2/11,Monday,12,0,Rain,37.2,0,8
2024-12-03,3/11,Tuesday,12,0,Thunderstorm,24.1,0,13
2024-12-04,4/11,Wednesday,12,0,Rain,22.1,1,23
2024-12-05,5/11,Thursday,12,0,Clear,36.4,0,17
2024-12-06,6/11,Friday,12,0,Clouds,34.8,1,29
2024-12-07,7/11,Saturday,12,0,Clear,25.2,0,33
2024-12-08,8/11,Sunday,12,0,Thunderstorm,27.8,0,24
2024-12-09,9/11,Monday,12,0,Clear,40.7,1,23
2024-12-10,10/11,Tuesday,12,0,Thunderstorm,22.5,0,14
2024-12-11,11/11,Wednesday,12,0,Rain,33.0,1,23
2024-12-12,12/11,Thursday,12,0,Rain,24.3,1,19
2024-12-13,13/11,Friday,12,0,Clouds,23.2,1,27
2024-12-14,14/11,Saturday,12,0,Rain,31.8,0,22
2024-12-15,15/11,Sunday,12,0,Clear,34.9,0,38
2024-12-16,16/11,Monday,12,0,Clouds,24.1,0,16
2024-12-17,17/11,Tuesday,12,0,Thunderstorm,26.4,1,17
2024-12-18,18/11,Wednesday,12,0,Thunderstorm,39.0,0,11
2024-12-19,19/11,Thursday,12,0,Clear,26.6,0,21
2024-12-20,20/11,Friday,12,0,Drizzle,35.6,0,21
2024-12-21,21/11,Saturday,12,0,Rain,18.9,0,28
2024-12-22,22/11,Sunday,12,0,Clear,20.9,0,27
2024-12-23,23/11,Monday,12,0,Thunderstorm,24.9,1,20
2024-12-24,24/11,Tuesday,12,1,Drizzle,26.9,1,46
2024-12-25,25/11,Wednesday,12,0,Clear,32.9,0,22
2024-12-26,26/11,Thursday,12,0,Rain,30.9,1,12
2024-12-27,27/11,Friday,12,0,Thunderstorm,24.1,1,15
2024-12-28,28/11,Saturday,12,0,Rain,28.9,0,26
2024-12-29,29/11,Sunday,12,0,Drizzle,34.3,1,31
2024-12-30,30/11,Monday,12,0,Clear,34.0,0,23
2024-12-31,1/12,Tuesday,12,0,Clear,25.9,1,27
2025-01-01,2/12,Wednesday,1,1,Rain,24.8,0,25
2025-01-02,3/12,Thursday,1,0,Thunderstorm,36.6,0,15
2025-01-03,4/12,Friday,1,0,Rain,26.4,1,17
2025-01-04,5/12,Saturday,1,0,Clear,19.8,1,21
2025-01-05,6/12,Sunday,1,0,Clouds,28.8,1,36
2025-01-06,7/12,Monday,1,0,Thunderstorm,20.6,1,20
2025-01-07,8/12,Tuesday,1,0,Clouds,38.8,0,20
2025-01-08,9/12,Wednesday,1,0,Clouds,21.7,1,22
2025-01-09,10/12,Thursday,1,0,Thunderstorm,28.5,0,5
2025-01-10,11/12,Friday,1,0,Drizzle,24.2,0,16
2025-01-11,12/12,Saturday,1,0,Thunderstorm,30.4,1,35
2025-01-12,13/12,Sunday,1,0,Drizzle,38.8,0,23
2025-01-13,14/12,Monday,1,0,Rain,28.5,0,8
2025-01-14,15/12,Tuesday,1,0,Thunderstorm,42.0,0,6
2025-01-15,16/12,Wednesday,1,0,Clear,41.2,0,21
2025-01-16,17/12,Thursday,1,0,Clouds,24.4,1,32
2025-01-17,18/12,Friday,1,0,Rain,32.2,1,17
2025-01-18,19/12,Saturday,1,0,Clouds,27.0,0,33
2025-01-19,20/12,Sunday,1,0,Clear,33.9,1,43
2025-01-20,21/12,Monday,1,0,Clear,37.5,1,31
2025-01-21,22/12,Tuesday,1,0,Thunderstorm,24.1,0,11
2025-01-22,23/12,Wednesday,1,0,Clear,25.3,0,22
2025-01-23,24/12,Thursday,1,0,Drizzle,21.8,0,17
2025-01-24,25/12,Friday,1,0,Clouds,36.6,0,32
2025-01-25,26/12,Saturday,1,0,Thunderstorm,40.9,0,26
2025-01-26,27/12,Sunday,1,0,Rain,31.3,0,21
2025-01-27,28/12,Monday,1,0,Drizzle,27.3,1,17
2025-01-28,29/12,Tuesday,1,0,Drizzle,25.4,0,20
2025-01-29,1/1,Wednesday,1,0,Thunderstorm,27.7,0,10
2025-01-30,2/1,Thursday,1,0,Rain,29.7,0,12
2025-01-31,3/1,Friday,1,0,Clear,22.8,0,26
2025-02-01,4/1,Saturday,2,0,Drizzle,20.1,0,26
2025-02-02,5/1,Sunday,2,0,Rain,25.3,0,20
2025-02-03,6/1,Monday,2,0,Drizzle,36.1,0,20
2025-02-04,7/1,Tuesday,2,0,Clouds,27.2,1,33
2025-02-05,8/1,Wednesday,2,0,Clouds,33.1,0,20
2025-02-06,9/1,Thursday,2,0,Thunderstorm,23.1,0,17
2025-02-07,10/1,Friday,2,0,Clear,24.2,0,12
2025-02-08,11/1,Saturday,2,0,Thunderstorm,26.1,0,20
2025-02-09,12/1,Sunday,2,0,Clear,15.5,0,15
2025-02-10,13/1,Monday,2,0,Drizzle,25.7,0,22
2025-02-11,14/1,Tuesday,2,0,Drizzle,36.2,1,30
2025-02-12,15/1,Wednesday,2,1,Drizzle,24.0,1,29
2025-02-13,16/1,Thursday,2,0,Rain,35.4,1,20
2025-02-14,17/1,Friday,2,1,Rain,38.5,1,32
2025-02-15,18/1,Saturday,2,0,Rain,20.6,0,18
2025-02-16,19/1,Sunday,2,0,Clear,31.0,0,28
2025-02-17,20/1,Monday,2,0,Rain,23.6,1,15
2025-02-18,21/1,Tuesday,2,0,Drizzle,29.9,0,20
2025-02-19,22/1,Wednesday,2,0,Clear,27.1,0,24
2025-02-20,23/1,Thursday,2,0,Drizzle,36.2,1,21
2025-02-21,24/1,Friday,2,0,Drizzle,25.2,1,23
2025-02-22,25/1,Saturday,2,0,Clear,30.8,0,28
2025-02-23,26/1,Sunday,2,0,Clouds,30.9,1,31
2025-02-24,27/1,Monday,2,0,Drizzle,35.2,1,24
2025-02-25,28/1,Tuesday,2,0,Drizzle,19.5,0,23
2025-02-26,29/1,Wednesday,2,0,Drizzle,22.5,1,30
2025-02-27,30/1,Thursday,2,0,Rain,29.9,1,15
2025-02-28,1/2,Friday,2,0,Thunderstorm,24.3,1,17
2025-03-01,2/2,Saturday,3,0,Drizzle,25.0,0,33
2025-03-02,3/2,Sunday,3,0,Thunderstorm,20.0,0,20
2025-03-03,4/2,Monday,3,0,Drizzle,31.4,1,19
2025-03-04,5/2,Tuesday,3,0,Drizzle,21.2,0,21
2025-03-05,6/2,Wednesday,3,0,Drizzle,26.1,1,28
2025-03-06,7/2,Thursday,3,0,Clear,30.0,0,16
2025-03-07,8/2,Friday,3,0,Drizzle,29.3,1,29
2025-03-08,9/2,Saturday,3,1,Drizzle,16.5,1,45
2025-03-09,10/2,Sunday,3,0,Thunderstorm,27.6,1,30
2025-03-10,11/2,Monday,3,0,Rain,25.3,1,19
2025-03-11,12/2,Tuesday,3,0,Drizzle,33.3,1,29
2025-03-12,13/2,Wednesday,3,0,Thunderstorm,22.7,1,20
2025-03-13,14/2,Thursday,3,0,Clear,32.7,1,26
2025-03-14,15/2,Friday,3,0,Clouds,27.0,0,12
2025-03-15,16/2,Saturday,3,0,Drizzle,37.6,0,26
2025-03-16,17/2,Sunday,3,0,Clouds,20.9,1,37
2025-03-17,18/2,Monday,3,0,Clear,42.0,0,22
2025-03-18,19/2,Tuesday,3,0,Clear,32.2,0,35
2025-03-19,20/2,Wednesday,3,0,Thunderstorm,30.3,0,17
2025-03-20,21/2,Thursday,3,0,Thunderstorm,26.6,1,34
2025-03-21,22/2,Friday,3,0,Thunderstorm,28.6,0,18
2025-03-22,23/2,Saturday,3,0,Thunderstorm,37.3,1,24
2025-03-23,24/2,Sunday,3,0,Clear,28.9,1,42
